job_id,title,company,location,salary,description,posted_date,url,employment_type,remote,company_rating
8cfb1f80b5689d31,IT Junior Application Developer,FirstOntario Credit Union,"Hamilton, ON L8E 6A2","$53,122–$73,042 YEARLY",Share knowledge of new software or system changes that may affect the work that we do. Completed or be enrolled in a post-secondary program in computer science…,1774328400000,https://ca.indeed.com/rc/clk?jk=8cfb1f80b5689d31&bb=f8ZWgStUM4A4Ps7pKWYMWpEFMBs8BSlyrCX0xFo6z3vCVHmzsxh7MNVu5NjHiLXhkvP-I0WGi3DHCJ68j4KkSVv3pbfX4UMKo64d64tIEcFyu5rd5fhtWwIW076SdYmy&xkcb=SoDv67M3l8mXYkURkB0LbzkdCdPP&fccid=c39ac2022b7220c8&vjs=3,,False,3.5
07742519191e12f5,Small Start Up : Full Stacked Developer,Filipe,"Hamilton, ON","$300–$1,000 MONTHLY","⦁ Proven experience managing database technologies. ⦁ Experience using or building blockchain technology. ⦁ Experience using llms, AI APIs or open‑source models…",1775451600000,https://ca.indeed.com/rc/clk?jk=07742519191e12f5&bb=f8ZWgStUM4A4Ps7pKWYMWkmZCjpyBZda-_gl-qs2m2SGz0J_O_49bto3yLnWxjvRmR0ntKeB8rNGmxZIP90hyKUcvxP86mfCeGph6HGylo70mEGxVZyHzm2qQM6FvI33&xkcb=SoBb67M3l8mXYkURkB0KbzkdCdPP&fccid=197e8ba2ba475c52&cmp=FILIPE&ti=Full+Stack+Developer&vjs=3,Casual,False,
359cd5f945246923,"START UP - Unreal 5 Game Developer (BluePrints, Networking, Basic Design)",Filipe,"Hamilton, ON","$300–$1,000 MONTHLY","⦁ Ability to build gameplay systems using Blueprints and or C++. Position: Unreal 5 Developer (BluePrints, Networking, Basic Design)*.",1775797200000,https://ca.indeed.com/rc/clk?jk=359cd5f945246923&bb=f8ZWgStUM4A4Ps7pKWYMWkm8KDZUNngdLVu6fKwtSYkbEzPMobDx0aVRImh28c72UE_dP2TG3NLZJBR8VMribvwFBtfZOKKknejrxXeiRiVrw2mbCsFl_LRdjclXUkze&xkcb=SoDG67M3l8mXYkURkB0JbzkdCdPP&fccid=197e8ba2ba475c52&cmp=FILIPE&ti=Designer&vjs=3,Temporary,False,
fa56c85a1c4aa229,IT Support Specialist,Universal Precision Technology,"Stoney Creek, ON L8E 2N5",$23–$27 HOURLY,"Assist users with software troubleshooting, including Microsoft Office applications and other enterprise software. Familiarity with operating systems (Windows).",1770184800000,https://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CVwIaHqlZvqJSeicM7tyOvXfSB8A4j3cVJVLIKtXXYcQoilI7Qw6Z2t3PtoWp1fjcCKI0r_A7DxwxrRUU_UlLGohpHDw0-BCXpYdCfrU8dbSFZKauWeSQohcpyGT8bP6QTs8XUeLvCMvltzLjKQvY-6ULweGt5JueyiU89ZH4S3tH7dkWUr0XwNoVzz5wJ3TPbEsR-TPnUzXGfGX5QgGTUPhNubbgQ3GxxpVIHuSO8NDw-BW-w8yXbaFWR71KI90hTfwdLAzxAIJwhBVPdiWYTKSe0U5yDo2h5Uti1lVN7ZXi2JYAxyHDCuoSqCGJjKzDzwxQzySmMoWQDQgCboJHUTkgq8tGQ9RJi6i9drAks95YMGAbSZpTCMkuXH9tNVZSVs3fQxfCuLZG1JPOEr1hByAzs7UOsO0wPh1Tiryx5wcVD4fP6lcSOUJPiGmsV1W4p91CRidCM8h0y1wc5_8VeN4AZaWjC21hWkG-RRXMduHWm4hWavp2o682AX1U0fn6FPtvk_6qJ99i6r46h_xIzX3mdVkbUSMISTdsI62yEDbGche_XP4A60j0k5je6tU8v8VQUjPMdVbczFKYzUI_oHh2p3EJYnURWoByL4KXy8uJP4C3BhkpRvjFleCV_Hr__wEpBGsciyyr7CP3IXmEmxAl8B3yU9nmKEaX5plxX5-v88Wo3ImDuLZmTcqsxKbr_u2YSY8PgN8hk1jYVWkrf31axfetuRa7yKudjnU_wWpVdgsifkIhLi8pGz9EFmYV_7XzjOkspEHyjyqV1FcTdM97VP4NFs5zyHD9Im3Wlkw==&xkcb=SoCG6_M3l8mXYkURkB0IbzkdCdPP&camk=UoKtGZLa3XI3WGgEhuddsA==&p=3&fvj=0&vjs=3,"Full-time, Permanent",False,
3b6a3ab051094f7b,"Analyst, Data Governance","Canadian Tire Corporation, Ltd.","Oakville, ON","$53,000–$88,000 YEARLY","Knowledge of business intelligence, modern data warehousing techniques, cloud solutions such as Azure or GCP. This includes AI Governance to ensure ethical use…",1775710800000,https://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CRJirHUpyjl9UHi1croN3sS3pedPDA3gY8U7j66fZOn3DlsOr6K7EfGQaNYnXWMwfWyd4I3ZhTnvCFLIbxKcwd4rGERQZf8hlcDaqLIV8v3RlIGowFnMAgRu1CWz0nCTs57RYJJEmbxyVVxstmVpO7LrHmANBK7lnj_byjwXSAIJCAWejWsMtqe5L5rqgx3fABwecFcwhbXuzRP-4seO5k4-0l_rKe_y5-tG6D1HufManfZ-4YlbQtE2qslJY5T8LjQmKefPdOfDnxnTBAY7iovgYqd0na2_tUX1feLAoF2omjtgyTxuKXPGyT6bHG4YFjEqvmaYhM6mBeikvaleXD1whliYYXU44eOLOqSWhuVDcIayH7_lCe_aU-vN9zon-ExUMeu2si36-hQzOxzpbdOcBN_eQhT0CR82GVKcFCMqyNJrgXJntV0r7USlQDZA4u_2aLoA9isL7zDE8wmkyoc5jNF9l0zuBvfdn7POblNV10mF5d_Llj5x0bzuJC4rvGa5fq4E8bmJsP-ZadePDJs2z0KPBEE8ujd4nv-uLuxKGwcV_bPml7ggYjG-qDwbwwEGPevbmiMV9pOKD4Uz037ANat6ZOb_uRA8tAet0rTcHmTaZvE0pO1LHnOKKHyJX90y7E32HXArwDTzFZ8lUAz-2CQhxR_Wwmb63UTZU9blgX-puW71W0bBICQvnVKpF5BqEtDsxx6HpboE7AsI_s8_kJwn2wRefAdOSTR747f2DsuGM1L8HjcvhnNe1BDGestd2a0WFicw0g2jfOaRlnd_3JlCjNgmT8gbJ4y2KuFw==&xkcb=SoAI6_M3l8mXYkURkB0PbzkdCdPP&camk=nUmJqO2E8rjmR_FM7-30DQ==&p=4&fvj=0&vjs=3,,False,3.5
549090f075123f32,Software Engineer,Inbox Monster,"Burlington, ON","$85,000–$100,000 YEARLY",We are looking for software developers with experience building large scale software and application architecture. 5 years of software industry experience.,1768456800000,https://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BU8v-xK66KWBLSVekf_5zi191T8bYmbX5k_UcPRATgCPmCcyYu0R4lZYFGgvVW1HgZjpPiauKiJQVUvGZEwywjULZrnIkn8j31lYwrd0XUZjW7swTAhkc5PDzCPEAW51wL7xKhFN0pwqOmofd1sjXZl9n3f_qKwmwC_z720rjt3fehvWcWTag0kE7Kvv2KScDU2IBK6h8F96jb3QJohgUiU9FlhaT-OS89ED68JhLKyjAb-p9iB6WNC6vkd-HqiJsRYZOJXGvwpqxHAcxt5vslj7_DhcLM1bfuCmQ1ool5xitEe4zY9FvdACnOl-axssrLGLvmE2PHRCwDehEMARR0yWc3plWwNa4A3dAZILW7LFWfZ1AxD3uZ_pQH04Hv4I6g95qpKTARSQ3XGeNX0AvVUTPLlwk2crTo3H7gG-jHUjSPZ0uFeatpwIpW4vwHONHTyAfAjVzIQRt8jNv5GdU3cf_tTY7lteDOo2xquFKuqBnwJtc-70Dzb8-F3IHABpl49bWchUI1UJE9pP05ChdbMjuedAg2bB-WxV-HMRydnsKyyzSzEg8Sw6AFiRbyrtOcCpfjot6ABD9P_MLI3TdWuW9JG9pMb0-5r9r7zRRdBEILujWTUxPLKBkwZpfpYLtp3Gu_O5LwJxRmf2iqUooL3f0LG4PShpmfAVtwGMgkU0QVzpCVUZqQf11-pj6q5rmfgHZJh-e8tFOictVSwxAcJn1rAvXPTd1sWIeNtOFEtW485qNa2m6LmDJqvZFSvDmZ57c4k4uHfJqMlptmHWD1VWqJzSeOI8U=&xkcb=SoC86_M3l8mXYkURkB0ObzkdCdPP&camk=UoKtGZLa3XLm2m1ZCuSd-A==&p=5&fvj=0&vjs=3,"Full-time, Permanent",False,
85962c0ceb3cf3f2,Full Stack Automation Developer — CRM &Workflow Systems,Henderson Consulting & Associates,"Burlington, ON L7L 5S3","$45,000–$55,000 YEARLY","Experience deploying applications to Linux servers or cloud providers (GCP, AWS). Build and maintain robust backend services (Node.js/Express or Python/FastAPI)…",1771394400000,https://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0D3XDM3t_vnQkNwa3BZh3aUkFrp9zxl1P3Pe6ontqMxOz63sNerdu_qWnPjyu0vc9-OnPPoOJZsl8BzEAMfnOEVGnHZqa-u1cN62i2BG9pIb2s8e6whJQt1g5xi93CBuwn_3Uipt0uGP4Q3MPzzj2kk59PToGFoy-UZqeM4__3tPQym0-zMZ-gI7X9_b3AD3FOrozSbu6180wjxUB3uVh33VBtX05hjCIlZsQF7mrFT0ZguFgPbgcxnLEAaZ3ZxhwQm2VnWPJcrETVTeMO3ea1Gao-HNR075_Xmz0MDjFpEY7sDjm6ZOlCw1YzcyBXm4KAAQ23_dX53VWWbuE9MnzHItJrQTrQxE3KYySXX5B5ATRqL7x0ZFAfnMR_8xOOcElEA4GVEzS31Wbd8XNgV_PDNVAWfmRLdZ7IXVcnFAHCflTgWtz2JmVWmfQ_teQvkkxvNngC1aMuoDQKTvxEmmRWgIMfTEHUWKVl0Q7WiX57PZoP51IcCpe2NohyyoJEDD9bHp74D0YBfBJmmdaQGXLMrnvM-PuC6n_buzFJXUtPiinSlDSLYrPgauWNS1ssleruQu3SHpTUvcPhB-c1oFP_8-K0zZ3Q3cvXSSYgo-TbBYHjo_jJVCuxgITQLAGs-ZrnkXncbh6b7U6_WNuyhVqgphO_9fw8FkDyw52xycVY202heu2vHgy_vxO93u_ko66fVgbUjs7Lz5_gXdJRApbDsUfNPs1APO6XistdQvv7LEfVqmCpznTLU46qORrM25PB2e9hakoyoXMh9PkytaLa_jOUTvUylQaMnqRu8MtAsf9H4Wgq8_pqxXaKleKOhB5DuMdhEIFAH9Q==&xkcb=SoAh6_M3l8mXYkURkB0NbzkdCdPP&camk=UoKtGZLa3XJm8rKLzNnUkg==&p=6&fvj=0&vjs=3,"Full-time, Permanent",False,
b4460f1019111624,Designer,Decorrestore,"Hamilton, ON","$50,000–$100,000 YEARLY","Creating custom millwork designs via 2020 and/or SketchUp design software that reflect clients’ unique needs and tastes, selling all levels of the service that…",1714280400000,https://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DFPsa2BX1KL4eVXxelRTME2AbK7h6U9-VahzMwhMlEfkKt_u3swm_17rilqFbvgBhKrZ5vARwtLQnvWYX16jcMNLgLChWOTggq_RQNoh5Tj1BS76HKfqjbu5JxE4l6fSsLJa_2OHvHrkziKaGeMWTrrfew3ml4XrH5HBdOCHCUzjvC2lhCOydxLfxz26SWDYqpSwneqp5ZQIeU_-pO4ZXV7ei5HbPRwx5PiUrzQ4wk46dWbNAC_OLmYCSspt39QxNi-qqL_YaYPTgwlfl-AuCNWEay_z6h-8qt7byr_aV8Kdz7xCYD8UlvjOmIjNLiAU0r7SuYD07NnRS81aruNFhjFZqQCLo-sFx4xIdQwyU4m6iHrVGc8q6kQoRlDEzIGfyfevtI4TTKuz-hV4vXckq3g7iWZGef51klIZCoTZKaVeWRGoAOiiFWVj8q_Kv8fel8h2l6cQCLuurMFxWSIN6Yg1b4nad6RKok_sl0wUXbAv-LeTEDnHj6gv5U9L3Fs9zzxHv2lMk4SUCqwEqf0PzlyrzgPRHN6x11VCWLYRutjytCbsoaILqwb-Hh1g5XYg_ms4MO4eT3g9VuNhSZw6IAeOWbS41I0-gdDUVzP5nTNZynsuSmyv8D97pQI3THl2FITGIaofavCdJAx-LZgtps1mVwQUBG-zvdcK0q5GzFjqhuEWcJIXPS5q74IwoZLBs912AicBNfCleVOcE5L7iGnESVLt64JTw63IbLKo7-P914_lfRjgHX&xkcb=SoCV6_M3l8mXYkURkB0MbzkdCdPP&camk=4HOcmqOLYrBvh_xw0uaykQ==&p=7&fvj=0&vjs=3,,False,
dc2728ff4545ac85,Sr.Dot Net Developer,Capgemini,"Burlington, ON","$76,200–$187,740 YEARLY",Strong communication skills and ability to work in a collaborative environment with software developers and domain experts.,1773378000000,https://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AFPWGUWd9WogocUMPMJGIIN0itgsMWMAh4xI-EBuTuDzsu5mL8uwY3ZkExQyyQ1MtKfoa90U7GODAFXjfAeJ_yfTHHYrAjS6IdT0ZdTqqZwtjhA3Pt6bhrKK-l3jHyz6MYoma9pCKPhWdbnYqlJ5ydPiRR8kr6ZIYbNIPaGsQD7veIy-E3zz2ud2PcO83jvtofoa5sRWGRyVqbNtdggx3UUmudKNN12km47ARZ5GsuHqgIDojxq9dwAsyW77jxTm2mQwnJI8xpC6XwzTNgd2rw7lv_lLo2p3X7ZUyF-rt-4BtptJeI0350oeqbmdBFkNyKw7J5c5_vE7KfcppZ7YjFxSpzdW4iRyjZibi4RAw2bqqm7ExfnECsTXMKOvcebfm6dntUOkq1EBuHGjbl4LUfoY7cbe6I0WVSJZ2Gb8UG3hF9vP0QbtKm4QmMP7mg98ntN4tIdBG-TgX93ilOm2cKmseDtjuMu2IxrmdCH3UbOa4ECSjA8EhJj0LtEoIomubXvWYsPoJttUz3VTbUpPypZJ7mKJ5nZ8Q6SuuSlaH0NFz1xhE4Ju8tPbiJ0bQXafHtnEaTM802kXgAbFphY83xyIPXA6ZwOaqfvAYRcECpcDRRR-khL6WMOwwOfg-_2ImZhgzPhYslKHVEteE2MtD62W3Gmy4W2XF4fPQLifazj5MX3tzUgGTNdAFnNmuQ1a6nwqDMyTpNALw5MCJ7l9G30AViJBvPZk090425jwNtiYdLsmIhBcK1&xkcb=SoB86_M3l8mXYkURkB0DbzkdCdPP&camk=nUmJqO2E8riYGIGaz3ImNA==&p=8&fvj=0&vjs=3,Permanent,False,3.7
7776600160b895ee,Salesforce Solutions Associate,StorageVault Canada Inc.,"Burlington, ON L7L 2A4",,"Support integration efforts using APIs, MuleSoft, or other middleware tools. Occasional travel for workshops, stakeholder meetings, or project delivery as…",1774414800000,https://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BDL2MxoZic4GZF7WjLw9cBbEso439CJPUM9qdsXot4dMcBEofvK0URfhy2-Zu9bDlO8NQKzL3G_gXqmFy_qw_XevClCvrWZ7JYT7f_FcTYv9QpgIzCLeu78AkOjzirVYkQjZwCpIKwopTyZFiUNqRocs6FGJaCBJAVI3IKw8p2hxCTRSvGl5kjOtO5DGbNIw66TSPyb1nH47I6keEcT6rkR-NgnE74d5EqV_JlkdD-2pYD_FkjuJUlRgxRKGM8djTV0PTbc9cXfkROM7x7kRTtjtlcRPUzrzvHS6evAADuP9YZR6Dj4Yyo6dtu_MegLWU82EGhy2OeeCQzVeXSLeOK9xu6J_psiOFDfqhRy7ZEs75MrIYXGgnBjTbQg46wQpsuy-5s1cO9KN6e-OqvTjq16xGYteHUlRSHCgxehw4nUrD3BZQy17cS-6KP-JwkA_zIh6oFJ7FRE6tjvQZJ0PYiPzodRYquZkZY8c9krfBR10jU8-SESlKG1Rtq1NXJvlJOr0gWRTFLuJN2eo8hFbjIy8srbQgb2icvlRm4Wa_4yMcR71Jwf7EjjnH35pM_f4U3FlICzUrhwwifvamXLzHbNPmbzJJ6E9-IUhUPNZ7WCpy4X_DlEfKx5_nS_yy2xJ9u3-5iAgpyEjswxXBscJreSL-f3LfYmxbyhTQjd129btYiaET32-n3QiHCd1ARZp0slxsJ2CHN9DN3JbValtBI4JFq6S_oUvUJwvcMeFcgCsfz3nCAVWdCiqeM8KVkCp2T3oG79wwFE47VAzU0OM4T6xha7P4wfGb7k43Jz8Nx3P2nQ4bTMR3TRY4b75yMl0Y25Z6rmtsZijbwB-tL7KoM6VmhJ5xzqLCcHjc78Ua_3g==&xkcb=SoDI6_M3l8mXYkURkB0CbzkdCdPP&camk=4HOcmqOLYrB6mDijBGeQlw==&p=9&fvj=0&vjs=3,,False,3.6
