job_id,title,company,location,salary,description,posted_date,url,employment_type,remote,company_rating
9301cffac43b4e3a,PROGRAMMER ANALYST,Georgian College,"Barrie, ON L4M 3X9",$47–$54 HOURLY,"This role ensures seamless data flow between systems, supports business processes, and provides technical expertise for integration projects.",1766037600000,https://ca.indeed.com/rc/clk?jk=9301cffac43b4e3a&bb=DM5RLYt4Gt0hrRTTz9lrO72KTERxzEzb6-McOaYgG9CNP28HElAen8rcZ0X81xU-9PCmQLbLfVEMWP8cx3QUcAvWqhgIEhhYEFP67JmcNHTXhWGOMm4oi5YBDAFHRNs5&xkcb=SoBQ67M3l8lxmyURqp0LbzkdCdPP&fccid=f6dd5a30b1271655&vjs=3,,False,4.3
169b16755528f6af,Database Applications Specialist I,County of Simcoe,"Midhurst, ON L9X 1N6","$85,831–$104,432 YEARLY","Act as the primary technical support for Workforce Software (WFS), providing daily operational support , configuration, and troubleshooting for complex…",1774846800000,https://ca.indeed.com/rc/clk?jk=169b16755528f6af&bb=DM5RLYt4Gt0hrRTTz9lrOyXdI6eFT6Q2Vw29L0jJz4tw2eLyv-Xyif-kEyQ6TqQHI11lvUahOgMz9pifd5Kn9Iy64RfbeomEoPAQ8kT0YvqaJvY9O3hBwfEsqISuIZgPrflvoF_CGlg%3D&xkcb=SoDk67M3l8lxmyURqp0KbzkdCdPP&fccid=4d3e4e2c77a7e0cf&vjs=3,,False,3.9
